case_id,tooth_id,total_expected,total_present,ratio,ratio_floor,margin_floor,margin_p20,margin_mean,presence_floor,presence_prob,forced,missing,fail_reasons
008,t36,12,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
008,t37,12,0,0.0,0.6,0.48,,,0.25,,False,True,no_prediction
008,t41,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
008,t42,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
008,t43,5,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
008,t44,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
008,t45,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
008,t46,12,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
008,t47,12,0,0.0,0.6,0.48,,,0.25,,False,True,no_prediction
009,t11,7,7,1.0,0.7,0.55,0.5000526309013367,0.5008488297462463,0.25,,True,False,margin
009,t12,7,7,1.0,0.7,0.55,0.500625491142273,0.5013155341148376,0.25,,True,False,margin
009,t13,5,5,1.0,0.7,0.55,0.5002909898757935,0.5005062818527222,0.25,,True,False,margin
009,t14,9,9,1.0,0.7,0.55,0.500313401222229,0.5010886788368225,0.25,,True,False,margin
009,t15,9,9,1.0,0.7,0.55,0.5004587769508362,0.5018476247787476,0.25,,True,False,margin
009,t16,12,12,1.0,0.7,0.55,0.5004379749298096,0.501553475856781,0.25,,True,False,margin
009,t17,12,12,1.0,0.7,0.55,0.5003697276115417,0.5008033514022827,0.25,,True,False,margin
009,t21,7,7,1.0,0.7,0.55,0.5002025365829468,0.500607967376709,0.25,,True,False,margin
009,t22,7,7,1.0,0.7,0.55,0.5002496242523193,0.5012701749801636,0.25,,True,False,margin
009,t23,5,5,1.0,0.7,0.55,0.5002812743186951,0.5013159513473511,0.25,,True,False,margin
009,t24,9,9,1.0,0.7,0.55,0.5007103681564331,0.5021284818649292,0.25,,True,False,margin
009,t25,9,9,1.0,0.7,0.55,0.5008028149604797,0.5014906525611877,0.25,,True,False,margin
009,t26,12,12,1.0,0.7,0.55,0.500300407409668,0.5006513595581055,0.25,,True,False,margin
009,t27,12,12,1.0,0.6,0.48,0.5002878904342651,0.5008522868156433,0.25,,False,False,
009,t31,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
009,t32,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
009,t33,5,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
009,t34,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
