epoch,train_loss,val_loss,val_dsc,lr
37,0.46056476222972076,1.3133055726687113,0.5557737067124748,0.000922241798788257
38,0.4346629918863376,1.35077004134655,0.5380010029537475,0.0009179857770034514
39,0.46278424449265004,0.843554499745369,0.6125481191100851,0.000913626746850144
40,0.4169020470231771,4.663918574651082,0.34101605407076124,0.0009091657838537996
41,0.4171315542111794,3.286562588810921,0.542775880795781,0.0009046039886902867
42,0.4027576059103012,1.2713381310304006,0.5987551374825233,0.0008999424869143022
43,0.44658536377052466,1.9713518818219502,0.5698480805437417,0.0008951824286816577
44,0.41213786440591016,0.8483204007148742,0.6327026872252135,0.0008903249884654961
45,0.38626857213675975,1.0890393555164337,0.5878286988734062,0.0008853713647665072
46,0.3820236383626858,0.8594768563906352,0.6335198297631612,0.000880322779817216
47,0.3745004175851742,1.1151515245437622,0.5737045371467504,0.0008751804792804151
48,0.36700570620596407,1.151965821782748,0.5965427350785253,0.000869945731941816
49,0.36031947160760563,1.4454441885153453,0.5438619244801042,0.0008646198293969955
50,0.37549156869451206,1.1309750467538833,0.5908831934996823,0.0008592040857327133
51,0.37644998816152414,1.0513879160086315,0.5914530872424074,0.0008536998372026809
52,0.38492507562041284,1.1897808363040288,0.6127327455696424,0.0008481084418978613
53,0.34916974703470866,2.233818978567918,0.5319114950803767,0.0008424312794113804
54,0.35853530205786227,2.1530209054549534,0.47134237009073804,0.000836669750498132
55,0.3589797387520472,1.2751707921425501,0.5553806366817322,0.0008308252767291643
56,0.3632828492671251,1.0581503768761953,0.6320067093268138,0.000824899300140927
57,0.34913313078383607,0.6350690027077993,0.6952658222930652,0.0008188932828794707
58,0.33299231082201003,1.2506779899199805,0.6070744011208193,0.000812808706839685
59,0.3460219085216522,0.8545965328812599,0.647037676090437,0.000806647073299662
60,0.3206730308632056,1.37974125345548,0.45977271797839825,0.0008004099025502793
61,0.3291476919626196,2.4714329659938814,0.5599310110260182,0.0007940987335200906
62,0.3486785005778074,1.3951836367448172,0.4763279439348681,0.0007877151233956179
63,0.35598813692728676,2.289218683044116,0.5100314265223345,0.0007812606472371395
64,0.30678743260602154,0.5257753153642019,0.7312399843171031,0.000774736897590067
65,0.3038640731324752,1.5443999057014783,0.5775621848242842,0.0007681454840920089
66,0.30020473164816697,1.0566644668579102,0.6434269950899443,0.0007614880330756165
67,0.3097721024105946,0.5924601778388023,0.7256477701529757,0.0007547661871673105
68,0.2887381535023451,0.6618726193904877,0.7260999575428754,0.0007479816048819877
69,0.3016667696336905,0.8171916464964549,0.6681439071460737,0.0007411359602138068
70,0.3297993503510952,1.5910179704427718,0.5769217476636457,0.0007342309422231565
71,0.29947082518289486,1.031585262219111,0.6570065207290171,0.0007272682546199037
72,0.3096042498325308,1.0537300964196523,0.613015729512591,0.0007202496153430296
73,0.2765561413019896,1.1887868165969848,0.6309355007235494,0.000713176756136754
74,0.2793646262337764,0.7717378268639247,0.6769736540987317,0.000706051422123252
75,0.28603458510090907,0.9140245666106542,0.638508653736594,0.000698875371372073
76,0.2876006482789914,1.2360059668620427,0.5428788217123334,0.0006916503744663626
77,0.287569888556997,1.3355490401387216,0.6607884716963728,0.0006843782140659969
78,0.26962817969421543,0.812171753247579,0.6909674133755646,0.0006770606844677392
79,0.26188850874702135,0.9450132509072622,0.6282005587952277,0.0006696995911625234
80,0.2777297720933954,0.8353549937407175,0.6145666973317194,0.0006622967503899759
81,0.2768991019576788,0.8100334996978442,0.6880271831887989,0.0006548539886902865
82,0.25876449048519135,1.2786205927530925,0.5879522877300793,0.0006473731424535361
83,0.24926238985111315,0.5955213675896327,0.7169323770181604,0.0006398560574665953
84,0.2631339217846592,0.5370581611990929,0.7209399700833767,0.000632304588457704
85,0.25371643075098593,1.4631435642639796,0.5537599451793067,0.0006247205986388451
86,0.29505198473731675,0.7254260549942653,0.6877459651254215,0.0006171059592460251
87,0.24845294977227847,1.5661989172299704,0.5195489930375403,0.0006094625490775734
88,0.24618843949089447,0.7948963284492493,0.6952866327510515,0.0006017922540305783
89,0.24790326704581578,0.7688099275032679,0.6700128415201125,0.0005940969666355699
90,0.24229514139393965,0.82180661658446,0.7036918723763927,0.0005863785855895654
91,0.2388604004556934,0.803212929268678,0.690049182358607,0.0005786390152875957
92,0.24555637041727701,0.8309652636448542,0.6945316788522569,0.000570880165352823
93,0.23958301668365797,1.0302595938245456,0.687263360071523,0.0005631039501653704
94,0.22578431945294142,0.5652021184563637,0.7459418332907375,0.0005553122883899776
95,0.2673978056137761,0.5914684866865476,0.7316887579927572,0.0005475071025025983
96,0.22459286383042734,0.998180291056633,0.6364755373968175,0.0005396903183160591
97,0.22843196180959544,0.996369316180547,0.6709236809833965,0.0005318638645048925
98,0.23721357087294262,0.8517732664942741,0.6993751477182217,0.0005240296721294668
99,0.24766655024141074,1.288385667403539,0.6309355430575384,0.0005161896741595254
100,0.24954217076301574,1.0747324417034785,0.6748386382582916,0.0005083458049972547
101,0.22760258341828982,1.1521367679039638,0.6499394094407613,0.0005005000000000003
102,0.22324561718851327,0.6607801020145416,0.7139260411601246,0.000492654195002746
103,0.2262720363214612,1.5368065814177194,0.5441272518323026,0.0004848103258404752
104,0.21624788747479518,0.80967003206412,0.7070753333678081,0.0004769703278705338
105,0.2052361315737168,1.2263207713762918,0.632412204986254,0.00046913613549510823
106,0.21004384451856214,0.5679271896680196,0.7320482178704892,0.0004613096816839418
107,0.21710715803007286,0.890122244755427,0.6980722413906544,0.00045349289749740235
108,0.21371961732705433,0.9222927212715148,0.6795915624684049,0.0004456877116100232
109,0.24990143813192844,1.1645710825920106,0.6063591310233389,0.00043789604983463036
110,0.19638523701578378,1.2176033059755962,0.6418335186305575,0.0004301198346471779
111,0.19547740953663986,0.5428715293606122,0.7541404606042108,0.00042236098471240503
112,0.22823336273431777,1.1110741669933002,0.6455102773894672,0.0004146214144104352
113,0.20719811450690032,0.8431149775783221,0.6878249697356342,0.0004069030333644309
114,0.19200916445503632,0.7509509280323983,0.7256349324749087,0.0003992077459694224
115,0.2259238947182894,1.4122247656186422,0.6301550130991971,0.0003915374509224275
116,0.1929829968760411,1.1889875839153925,0.6911274672074875,0.0003838940407539756
117,0.189970236706237,1.0676024163762727,0.6859938607165359,0.0003762794013611554
118,0.1853244936093688,1.9985038747390111,0.592212842638808,0.0003686954115422966
119,0.19638361042986313,2.420604788263639,0.5581708831845857,0.00036114394253340535
120,0.18514537488420804,1.5287747710943222,0.6082581816709376,0.00035362685754646456
121,0.21617573220282793,0.7532076110442479,0.6946746506103116,0.00034614601130971426
122,0.17368783814211686,0.770691434542338,0.7022524173960437,0.0003387032496100247
123,0.18310581867893536,1.5546818286180497,0.5977971818337149,0.0003313004088374773
124,0.17766611352562905,0.9304686139027277,0.7004675285666768,0.0003239393155322615
125,0.1776200103883942,0.6267506341139476,0.7547711938868824,0.0003166217859340038
126,0.17331010270863773,1.6137100497881571,0.6098818057686033,0.0003093496255336381
127,0.17348971888422965,1.5542538210749626,0.6353674357025381,0.00030212462862792735
128,0.18159683160483836,1.4459426527221997,0.6380292989226677,0.0002949485778767485
129,0.1739767560735345,0.613197319706281,0.7537985494832176,0.0002878232438632466
130,0.18222915238390366,1.0447804927825928,0.6749860356930106,0.00028075038465697074
131,0.1761318146561583,0.6337500140070915,0.7434461810885648,0.00027373174538009677
132,0.15831294345359007,0.8292530978719393,0.693930775347716,0.00026676905777684405
133,0.20963366081317267,0.9653716633717219,0.6957956748016886,0.0002598640397861935
134,0.16428679811457794,1.3210559020439783,0.637859021543321,0.0002530183951180127
135,0.15739224012941122,0.6530162702004115,0.7424301199129942,0.0002462338128326898
136,0.16864888202399014,0.8822147081295649,0.7145833341932158,0.00023951196692438383
137,0.17079901875307163,1.0383281995852789,0.6564903666832376,0.0002328545159079913
138,0.15677771649012964,0.6776682203014691,0.7285352326004826,0.00022626310240993336
139,0.15220173224806785,1.6083434397975604,0.6046963522260487,0.00021973935276286093
140,0.15452182603379092,1.6052028675874075,0.5949854108837289,0.00021328487660438256
141,0.18964881313343843,0.9436193764209747,0.6976697977971794,0.00020690126647990995
142,0.16557452858736119,0.6757472763458888,0.7505499169444294,0.0002005900974497212
143,0.16254420982052883,0.6936008324225743,0.7540833785666514,0.00019435292670033839
144,0.1530601389085253,1.2128544921676319,0.6708603663643162,0.00018819129316031543
145,0.14807185245056947,0.6139433294534683,0.7509477027021811,0.00018210671712052962
146,0.15310050205638012,0.6991871073842049,0.761377952743183,0.00017610069985907347
147,0.14780923997362455,0.685916452606519,0.7369986015208261,0.0001701747232708361
148,0.15500541434933743,1.0062830120325088,0.6952530693861648,0.00016433024950186832
149,0.15747245730211337,0.6164460226893425,0.7525484693719956,0.00015856872058862012
150,0.1451047516738375,1.0180687854687374,0.6901710140709618,0.00015289155810213915
151,0.14268610210468372,0.6140193109711011,0.7487986712057433,0.00014730016279731968
152,0.1486757184068362,0.5841021021207173,0.7586719158520846,0.00014179591426728737
153,0.14438568390905857,0.5651847908894221,0.7754103164806101,0.00013638017060300516
154,0.14230197320381802,0.8625003064672152,0.7364734196726737,0.00013105426805818453
155,0.15068558566272258,0.6926158001025517,0.7585655808975664,0.00012581952071958556
156,0.14515571420391402,0.5789368157585462,0.7360365106382335,0.00012067722018278467
157,0.13487507787843545,0.6311731596787771,0.7425674829641367,0.00011562863523349344
158,0.1502492405474186,0.6980792932212353,0.7433188973553073,0.00011067501153450448
159,0.1512469335148732,0.6107006465395292,0.7369246816463677,0.00010581757131834274
