epoch,train_loss,val_loss,val_dsc,val_dsc_perm,lr
1,1.7127856294314066,1.5891515572865804,0.472429158375345,0.4429023359770056,0.001
2,1.4505126227935154,1.8864045023918152,0.3532304342803014,0.33703350478694205,0.0009046039886902864
3,1.3138941501577694,1.372769296169281,0.5621158460986936,0.5269836057176611,0.0006548539886902863
4,1.1783104265729587,1.2760056217511495,0.6390367900316941,0.5990969906548738,0.0003461460113097138
5,1.1152781089146933,1.1697118242581686,0.654372963678087,0.6134746534483643,9.639601130971379e-05
