case_id,tooth_id,total_expected,total_present,ratio,ratio_floor,margin_floor,margin_p20,margin_mean,presence_floor,presence_prob,forced,missing,fail_reasons
004,t11,7,7,1.0,0.7,0.55,0.5284378528594971,0.5977925062179565,0.25,1.0,True,False,margin
004,t12,7,7,1.0,0.7,0.55,0.50594562292099,0.5652647614479065,0.25,1.0,True,False,margin
004,t13,5,5,1.0,0.7,0.55,0.5034977793693542,0.5114224553108215,0.25,1.0,True,False,margin
004,t14,9,9,1.0,0.7,0.55,0.5199059844017029,0.6321942806243896,0.25,1.0,True,False,margin
004,t15,9,9,1.0,0.7,0.55,0.5136093497276306,0.5459480881690979,0.25,1.0,True,False,margin
004,t16,12,12,1.0,0.7,0.55,0.5261672735214233,0.5895769596099854,0.25,1.0,True,False,margin
004,t17,12,12,1.0,0.7,0.55,0.5254426598548889,0.5946703553199768,0.25,1.0,True,False,margin
004,t21,7,7,1.0,0.7,0.55,0.5156252384185791,0.5591452121734619,0.25,1.0,True,False,margin
004,t22,7,7,1.0,0.7,0.55,0.5151550769805908,0.5594378709793091,0.25,1.0,True,False,margin
004,t23,5,5,1.0,0.7,0.55,0.5605577826499939,0.6030286550521851,0.25,1.0,False,False,
004,t24,9,9,1.0,0.7,0.55,0.5402524471282959,0.5719472169876099,0.25,1.0,True,False,margin
004,t25,9,9,1.0,0.7,0.55,0.5095140933990479,0.5458052754402161,0.25,1.0,True,False,margin
004,t26,12,12,1.0,0.7,0.55,0.5330920815467834,0.5558204054832458,0.25,1.0,True,False,margin
004,t27,12,11,0.9166666666666666,0.6,0.48,0.5440861582756042,0.6104251742362976,0.25,1.0,False,False,
004,t31,7,7,1.0,0.7,0.55,0.5273076891899109,0.5769696831703186,0.25,1.0,True,False,margin
004,t32,7,7,1.0,0.7,0.55,0.5329113602638245,0.5922467112541199,0.25,1.0,True,False,margin
004,t33,5,5,1.0,0.7,0.55,0.516398549079895,0.5457126498222351,0.25,1.0,True,False,margin
004,t34,9,9,1.0,0.7,0.55,0.5470849871635437,0.5910094380378723,0.25,1.0,True,False,margin
004,t35,9,9,1.0,0.7,0.55,0.5369554758071899,0.6167969703674316,0.25,1.0,True,False,margin
004,t36,12,12,1.0,0.7,0.55,0.5125305652618408,0.5499129891395569,0.25,1.0,True,False,margin
004,t37,12,12,1.0,0.6,0.48,0.5072264075279236,0.5629227161407471,0.25,1.0,False,False,
004,t41,7,7,1.0,0.7,0.55,0.508328378200531,0.5212441682815552,0.25,1.0,True,False,margin
004,t42,7,7,1.0,0.7,0.55,0.5269604921340942,0.5734456181526184,0.25,1.0,True,False,margin
004,t43,5,5,1.0,0.7,0.55,0.5196363925933838,0.6050017476081848,0.25,1.0,True,False,margin
004,t44,9,9,1.0,0.7,0.55,0.5574051141738892,0.585114598274231,0.25,1.0,False,False,
004,t45,9,9,1.0,0.7,0.55,0.5358927249908447,0.6184580326080322,0.25,1.0,True,False,margin
004,t46,12,12,1.0,0.7,0.55,0.5077685117721558,0.5539336204528809,0.25,1.0,True,False,margin
004,t47,12,12,1.0,0.6,0.48,0.5210304260253906,0.5494260787963867,0.25,1.0,False,False,
